"
                        单间 | 东建小区 中等装修 部分家具家电 精品朝阳大主卧室拎                    ",东建小区,500,http://dy.58.com/hezu/25201077474888x.shtml
"
                        整租 | 河口河瑞45型3 1室1厅56平米 简单装修 半年付                    ", ,400,http://dy.58.com/zufang/30011409319115x.shtml
"
                        整租 | 郝家工业园新和家园2室2厅带院带部分家具家电500/                    ", ,500,http://dy.58.com/zufang/27181438848945x.shtml
"
                        整租 | 西城济南路胜利广 2室1厅50平米 简单装修 年付                    ",西城济南路胜利广,500,http://dy.58.com/zufang/29838096088267x.shtml
"
                        单间 | 济南路网通小区 中等装修 精品朝阳主卧 带家具家电                     ",济南路网通小区,500,http://dy.58.com/hezu/27636817809195x.shtml
"
                        单间 | 辛鸿家园 3室1厅1卫 限女生                    ", ,220,http://dy.58.com/hezu/29459576761647x.shtml
"
                        单间 | 西三路科技一村 精装修 部分家具家电 精品朝阳卧室拎                    ",西三路科技一村,350,http://dy.58.com/hezu/29956525675972x.shtml
"
                        整租 | 东营区东城胜宏靓都 1室1厅40平米 公寓对外出租                    ",东营区东城胜宏靓都,500,http://dy.58.com/zufang/29184506557100x.shtml
"
                        整租 | 汽修厂同凤小区45型,免暖气物业费,带家具家电,拎包                    ","汽修厂同凤小区45型,免暖气物业费,带家具家电,拎包",500,http://dy.58.com/zufang/29983053180844x.shtml
"
                        单间 | 府前小区 3室1厅 次卧 朝北 中等装修                    ",府前小区,300,http://dy.58.com/hezu/29978672408499x.shtml
"
                        单间 | 胜华白云小区小区 1室1厅1卫 男女不限                    ",胜华白云小区小区,240,http://dy.58.com/hezu/30026791969209x.shtml
"
                        单间 | 河龙小区 3室1卫 限女生                    ",河龙小区,300,http://dy.58.com/hezu/29711552046413x.shtml
"
                        单间 | 广饶大海经典个人免，精装合租公寓房 ，图片真实，电信                    ",广饶大海经典个人免，精装合租公寓房,200,http://dy.58.com/hezu/29968931722692x.shtml
"
                        整租 | 稻香村 4室3厅2卫                     ",稻香村,1,http://dy.58.com/zufang/29983382462909x.shtml
"
                        整租 | 运吉小区 1室1厅1卫                     ",运吉小区,500,http://dy.58.com/zufang/29791987523259x.shtml
"
                        整租 | 广饶县大王镇延集前街西首路北 1室1厅1卫                     ",广饶县大王镇延集前街西首路北,500,http://dy.58.com/zufang/29978189187383x.shtml
"
                        单间 | 东营区白云小区南职工宿舍楼东营区主卧250元/月                    ",东营区白云小区南职工宿舍楼东营区主卧250元/月,250,http://dy.58.com/hezu/29668511042746x.shtml
"
                        单间 | 东营区少年宫附近西 2室1厅 次卧 中等装修                    ",东营区少年宫附近西,400,http://dy.58.com/hezu/29394802562244x.shtml
"
                        整租 | 利津利津城区派出所对（利二路东）过2室2厅1卫500                    ",利津利津城区派出所对（利二路东）过2室2厅1卫500,500,http://dy.58.com/zufang/30036537510825x.shtml
"
                        整租 | 东升阁楼出租                    ",东升阁楼出租,1,http://dy.58.com/zufang/29789532616255x.shtml
"
                        单间 | 北二路西城蓝天小区 主卧出租限女生 押一付三免水电气                    ",北二路西城蓝天小区,450,http://dy.58.com/hezu/29916600126513x.shtml
"
                        整租 | 东营区辛店办事处成寨村 4室2厅2卫                     ",东营区辛店办事处成寨村,1,http://dy.58.com/zufang/29933608114862x.shtml
"
                        单间 | 河口河阳新小区 3室2厅 主卧 朝南 豪华装修                    ",河口河阳新小区,360,http://dy.58.com/hezu/27108887973562x.shtml
"
                        整租 | 东营区西二路建行3室2厅1卫1元                    ",东营区西二路建行3室2厅1卫1元,1,http://dy.58.com/zufang/29161263078842x.shtml
"
                        单间 | 德达金色家园东营区-东城次卧450元/月                    ",德达金色家园东营区-东城次卧450元/月,450,http://dy.58.com/hezu/30037698921411x.shtml
"
                        单间 | 秀苑小区 2室1厅1卫 男女不限                    ",秀苑小区,350,http://dy.58.com/hezu/29917224182709x.shtml
"
                        单间 | 祥和小区 3室2厅 次卧 朝南 精装修                    ",祥和小区,400,http://dy.58.com/hezu/29893408526279x.shtml
"
                        单间 | 西城移动公司干净朝阳小卧室次卧500元/月                    ",西城移动公司干净朝阳小卧室次卧500元/月,500,http://dy.58.com/hezu/30036738392901x.shtml
"
                        单间 | 干净整洁的房子 等你来                    ",干净整洁的房子,380,http://dy.58.com/hezu/30037799658809x.shtml
"
                        整租 | 东营区胜北社区北苑小区2室1厅1卫280元                    ",东营区胜北社区北苑小区2室1厅1卫280元,280,http://dy.58.com/zufang/29866087394481x.shtml
"
                        单间 | 锦湖小区 次卧出租350元/月，水电物业取暖费全免                    ",锦湖小区,350,http://dy.58.com/hezu/29106652023992x.shtml
"
                        单间 | 东营区南王屋小区 次卧 300                    ",东营区南王屋小区,300,http://dy.58.com/hezu/29624337850302x.shtml
"
                        单间 | 淄博路三合鑫苑 2室2厅1卫 ，12楼                    ",淄博路三合鑫苑,500,http://dy.58.com/hezu/29361610866252x.shtml
"
                        整租 | 东营区白云小区五楼 2室1厅56平米 简单装修 半年                    ",东营区白云小区五楼,500,http://dy.58.com/zufang/28464998377910x.shtml
"
                        整租 | 东营区安泰南区 1室1厅30平米 中等装修 年付                    ",东营区安泰南区,458,http://dy.58.com/zufang/29802253131202x.shtml
"
                        单间 | 辛鸿家园 3室1厅1卫 限女生                    ", ,220,http://dy.58.com/hezu/29459576761647x.shtml
"
                        单间 | 华阳小区 限女生 学生优先                    ",华阳小区,400,http://dy.58.com/hezu/29979943081288x.shtml
"
                        单间 | 桐凤小区 2室1厅1卫 限女生                    ",桐凤小区,220,http://dy.58.com/hezu/29703655914176x.shtml
"
                        单间 | 西一区 有空调 3室1厅1卫 男女不限                    ",西一区,500,http://dy.58.com/hezu/29884828731692x.shtml
"
                        单间 | 东营区华山路-瑞香 3室1厅 次卧 朝西 简单装修                    ",东营区华山路-瑞香,500,http://dy.58.com/hezu/30004485586217x.shtml
"
                        整租 | 河康小区50型3楼 2室1厅1卫                     ",河康小区50型3楼,500,http://dy.58.com/zufang/30004448884048x.shtml
"
                        单间 | 东营区西城环翠小区 3室 主卧 朝南北 中等装修                    ",东营区西城环翠小区,350,http://dy.58.com/hezu/30000753760317x.shtml
"
                        单间 | 农村信用社家属院 3室1厅1卫 男女不限                    ",农村信用社家属院,450,http://dy.58.com/hezu/30001801139905x.shtml
"
                        单间 | 盛世龙城 2室2厅1卫 男女不限                    ",盛世龙城,480,http://dy.58.com/hezu/30000730364356x.shtml
"
                        整租 | 东营市东营区胜利街道办事处孙家村 4室2厅0卫                     ",东营市东营区胜利街道办事处孙家村,300,http://dy.58.com/zufang/29894287024076x.shtml
"
                        单间 | 出租主卧，限男生                    ", ,450,http://dy.58.com/hezu/25843355377073x.shtml
"
                        整租 | 广饶李鹊镇西大张村整院出租3室2厅1卫300元                    ",广饶李鹊镇西大张村整院出租3室2厅1卫300元,300,http://dy.58.com/zufang/30001264324017x.shtml
"
                        单间 | 清风小区 4室1厅1卫 剩一次卧                    ",清风小区,500,http://dy.58.com/hezu/27037610496688x.shtml
"
                        整租 | 胜北社区 2室1卫                    ",胜北社区,375,http://dy.58.com/zufang/30002801042609x.shtml
"
                        单间 | 东营区华府新天地找房的亲看过来,十里八乡都没有的价格                    ","东营区华府新天地找房的亲看过来,十里八乡都没有的价格",121,http://dy.58.com/hezu/30000833466548x.shtml
"
                        整租 | 大王镇金领南苑一楼 2室1厅1卫                     ",大王镇金领南苑一楼,458,http://dy.58.com/zufang/30000260621762x.shtml
"
                        单间 | 淄博路建安小区东营区-西城主卧450元/月                    ",淄博路建安小区东营区-西城主卧450元/月,450,http://dy.58.com/hezu/30004616157622x.shtml
"
                        单间 | 百大三区银座一店北邻 3室1厅1卫 限女生                    ",百大三区银座一店北邻,350,http://dy.58.com/hezu/29959087706805x.shtml
"
                        单间 | 济南路友谊小区阳光主卧                    ",济南路友谊小区阳光主卧,500,http://dy.58.com/hezu/30005720258746x.shtml
"
                        单间 | 中央豪庭 大卧室出租                    ", ,500,http://dy.58.com/hezu/30005552982968x.shtml
"
                        单间 | 限女生 ，出租淄博路胜安小区附近卧室一间                    ", ,500,http://dy.58.com/hezu/30003217945417x.shtml
"
                        单间 | 免费热水，宽带，随时看房，领包入住                    ",免费热水，宽带，随时看房，领包入住,480,http://dy.58.com/hezu/29948797181515x.shtml
"
                        单间 | 东赵小区 3室2厅1卫                    ",东赵小区,500,http://dy.58.com/hezu/29375966288047x.shtml
"
                        单间 | 南庄村东营区-西城主卧300元/月                    ",南庄村东营区-西城主卧300元/月,300,http://dy.58.com/hezu/30001427554732x.shtml
"
                        单间 | 东城府前大街金融小区 4室2厅2卫 男女不限                    ",东城府前大街金融小区,450,http://dy.58.com/hezu/30002731150283x.shtml
"
                        单间 | 金山小区 3室2厅 次卧 朝南 中等装修                    ",金山小区,400,http://dy.58.com/hezu/29510121670992x.shtml
"
                        单间 | 东营区 万豪公寓 3室 1厅 次卧                    ",东营区,200,http://dy.58.com/hezu/29088699469866x.shtml
"
                        单间 | 西四路百货大楼附近运通小区3500一年交通便利                    ",西四路百货大楼附近运通小区3500一年交通便利,300,http://dy.58.com/hezu/29916672598583x.shtml
"
                        单间 | 胜利小区 2室1厅 次卧 朝北 简单装修                    ",胜利小区,500,http://dy.58.com/hezu/30005154837559x.shtml
"
                        单间 | 华阳小区 3室1厅1卫 限女生                    ",华阳小区,500,http://dy.58.com/hezu/30000950235086x.shtml
"
                        单间 | 整套出租万光华园 1室1厅1卫 限女生                    ", ,400,http://dy.58.com/hezu/30002544634300x.shtml
"
                        单间 | 沙营新园小区 3室2厅1卫 男女不限                    ",沙营新园小区,500,http://dy.58.com/hezu/30000982817577x.shtml
"
                        单间 | 东营区西城东营区石油大 3室1厅 次卧                    ",东营区西城东营区石油大,500,http://dy.58.com/hezu/30000629224625x.shtml
"
                        单间 | 整套出租万达广场 1室1厅1卫 限女生                    ", ,400,http://dy.58.com/hezu/30002546899130x.shtml
"
                        单间 | 辛民小区，石油大学 2室1厅1卫 限男生                    ",辛民小区，石油大学,300,http://dy.58.com/hezu/30004591197108x.shtml
"
                        单间 | 干净整洁 家具齐全 提供宽带                    ", ,380,http://dy.58.com/hezu/30005249698109x.shtml
"
                        整租 | 同悦小区 3室2厅1卫                     ",同悦小区,360,http://dy.58.com/zufang/29881788448202x.shtml
"
                        单间 | 东营区弘海小区 3室1厅 主卧 朝南 中等装修                    ",东营区弘海小区,500,http://dy.58.com/hezu/29990108500137x.shtml
"
                        整租 | 东营区状元府邸小区 3室2厅 130平米 精装修 面                    ",东营区状元府邸小区,10,http://dy.58.com/zufang/29682861400781x.shtml
"
                        整租 | 伟浩假日广场附近 1室1厅1卫                     ", ,500,http://dy.58.com/zufang/29990782473036x.shtml
"
                        单间 | 文苑小区胜利学院附近院内 3室1厅1卫 男女不限                    ",文苑小区胜利学院附近院内,500,http://dy.58.com/hezu/28972047368257x.shtml
"
                        单间 | 安慧南区银座 4室2厅 主卧                    ",安慧南区银座,100,http://dy.58.com/hezu/29999362811444x.shtml
"
                        整租 | 金水小区 3室2厅1卫                    ",金水小区,1,http://dy.58.com/zufang/25295281285293x.shtml
"
                        单间 | (整套出租)X利河小区 1室1厅1卫 限女生                    ",(整套出租)X利河小区,400,http://dy.58.com/hezu/29979042876358x.shtml
"
                        单间 | 辛民小区 ，12楼，402.1室1厅1卫 男女不限                    ",辛民小区,500,http://dy.58.com/hezu/29951056922557x.shtml
"
                        单间 | 大王镇高卜纸 3室2厅 主卧 朝南 简单装修                    ", ,100,http://dy.58.com/hezu/21761384566563x.shtml
"
                        单间 | 安宁西区 4室2厅2卫 限女生                    ",安宁西区,450,http://dy.58.com/hezu/29912398231211x.shtml
"
                        单间 | 限女生 ，出租淄博路胜安小区附近卧室一间                    ", ,500,http://dy.58.com/hezu/29989944581687x.shtml
"
                        单间 | 文汇小区卧室出租                    ",文汇小区卧室出租,500,http://dy.58.com/hezu/29993072825406x.shtml
"
                        整租 | 安泰小区103 3室1厅1卫                     ",安泰小区103,500,http://dy.58.com/zufang/29949856248631x.shtml
"
                        单间 | 西营村平方 1室1厅                    ",西营村平方,160,http://dy.58.com/hezu/29995354839602x.shtml
"
                        整租 | 明佳花园 1室1厅1卫                     ",明佳花园,500,http://dy.58.com/zufang/29848346855617x.shtml
"
                        单间 | 黄河工贸园东营区-东城阁楼500元/月                    ",黄河工贸园东营区-东城阁楼500元/月,500,http://dy.58.com/hezu/29992891277637x.shtml
"
                        整租 | 枣园小区 3室1厅1卫                     ",枣园小区,1,http://dy.58.com/zufang/25997958550827x.shtml
"
                        单间 | 石油大学北门东辛一矿 2室1厅1卫 男女不限                    ", ,500,http://dy.58.com/hezu/29995285352492x.shtml
"
                        单间 | 云门山路与青岛路交叉路口单间出租（包水电费）                    ",云门山路与青岛路交叉路口单间出租（包水电费）,500,http://dy.58.com/hezu/27769396446030x.shtml
"
                        整租 | 仙河镇中华二小区一楼带院子出租                    ",仙河镇中华二小区一楼带院子出租,500,http://dy.58.com/zufang/29992205249076x.shtml
"
                        整租 | 西四路红卫村 2室2厅2卫                    ",西四路红卫村,111,http://dy.58.com/zufang/29989997618738x.shtml
"
                        整租 | 大王镇金岭南院一楼 2室1厅1卫                     ",大王镇金岭南院一楼,458,http://dy.58.com/zufang/29991936674511x.shtml
"
                        整租 | 一小附近 北屋两间                    ", ,500,http://dy.58.com/zufang/29309048231360x.shtml
"
                        单间 | 东营商贸园管理委员会东营区次卧400元/月                    ",东营商贸园管理委员会东营区次卧400元/月,400,http://dy.58.com/hezu/28921645722446x.shtml
"
                        单间 | 免物暖北二路荟萃小区东营区-西城主卧450元/月                    ",免物暖北二路荟萃小区东营区-西城主卧450元/月,450,http://dy.58.com/hezu/29991856346062x.shtml
"
                        单间 | 众成·新新家园东营区-东城次卧260元/月                    ",众成·新新家园东营区-东城次卧260元/月,260,http://dy.58.com/hezu/29991526708524x.shtml
"
                        整租 | 胜大花园阁楼 2室1厅1卫                    ",胜大花园阁楼,500,http://dy.58.com/zufang/29994270057530x.shtml
"
                        整租 | 东营区中心医 2室1厅1卫                    ",东营区中心医,500,http://dy.58.com/zufang/29992704733515x.shtml
"
                        单间 | 东营区西城淄博路油区办 3室1厅 主卧 朝南 简单装                    ",东营区西城淄博路油区办,450,http://dy.58.com/hezu/29994541841353x.shtml
"
                        单间 | 西二路交运小区 3室1厅1卫 男女不限                    ",西二路交运小区,450,http://dy.58.com/hezu/29772617166149x.shtml
"
                        整租 | 东营区-东城黄河工贸园1室1厅1卫500元                    ",东营区-东城黄河工贸园1室1厅1卫500元,500,http://dy.58.com/zufang/29992959182782x.shtml
"
                        单间 | 东城八分场辛盛小区三楼主卧出租 限单身 已婚者勿                    ",东城八分场辛盛小区三楼主卧出租,350,http://dy.58.com/hezu/26821085411785x.shtml
"
                        单间 | 西城黄河路南王屋东营区次卧1元/月                    ",西城黄河路南王屋东营区次卧1元/月,1,http://dy.58.com/hezu/29270061010109x.shtml
"
                        整租 | 广饶月河路武装部院内阁楼3室1厅1卫400元                    ",广饶月河路武装部院内阁楼3室1厅1卫400元,400,http://dy.58.com/zufang/26320557318467x.shtml
"
                        单间 | 瑞康如意苑 3室2厅1卫 男女不限                    ", ,500,http://dy.58.com/hezu/29988873833641x.shtml
"
                        单间 | 石大花园北卧全包设施齐全男女不限                    ",石大花园北卧全包设施齐全男女不限,500,http://dy.58.com/hezu/29947454193475x.shtml
"
                        单间 | 东城沙营新园小区 3室2厅 次卧 朝南 中等装修                    ",东城沙营新园小区,500,http://dy.58.com/hezu/29694628399565x.shtml
"
                        单间 | 东营区东城惠州小区一卧 3室1厅 主卧 朝南 中等装                    ",东营区东城惠州小区一卧,500,http://dy.58.com/hezu/29980632787263x.shtml
"
                        整租 | 东城华瑞小区 2室1厅1卫                     ",东城华瑞小区,1,http://dy.58.com/zufang/29981448457285x.shtml
"
                        单间 | 滨建小区 限女生，家电家具齐全                    ",滨建小区,450,http://dy.58.com/hezu/29348482876358x.shtml
"
                        单间 | 御园小区整套 3室2厅 主卧                    ",御园小区整套,350,http://dy.58.com/hezu/29448409347764x.shtml
"
                        单间 | 东营区西城淄博路胜利学 3室1厅 次卧 朝北 简单装                    ",东营区西城淄博路胜利学,400,http://dy.58.com/hezu/29979119590584x.shtml
"
                        整租 | 白云小区南职工宿舍楼                    ",白云小区南职工宿舍楼,400,http://dy.58.com/zufang/29663683950794x.shtml
"
                        单间 | 东赵商贸园单间出租                    ", ,300,http://dy.58.com/hezu/29439843942096x.shtml
"
                        单间 | 府前小区东营区-东城次卧400元/月                    ",府前小区东营区-东城次卧400元/月,400,http://dy.58.com/hezu/29984146970311x.shtml
"
                        单间 | 东营区府前小区 3室1厅 次卧 朝南 中等装修                    ",东营区府前小区,350,http://dy.58.com/hezu/29961946724804x.shtml
"
                        单间 | 华东尚城 3室1厅1卫 限女生                    ",华东尚城,380,http://dy.58.com/hezu/29650500266680x.shtml
"
                        单间 | 个人 油田一中2室1厅1卫 限女生                    ", ,400,http://dy.58.com/hezu/29801563869623x.shtml
"
                        整租 | 东营区-西城胜北社区景苑南区2室1厅1卫500元                    ",东营区-西城胜北社区景苑南区2室1厅1卫500元,500,http://dy.58.com/zufang/29979979983175x.shtml
"
                        整租 | 胜宏美居带家 3室1厅1卫                    ", ,125,http://dy.58.com/zufang/29978964947017x.shtml
"
                        单间 | 东城沙营新园小区东营区次卧350元/月                    ",东城沙营新园小区东营区次卧350元/月,350,http://dy.58.com/hezu/29678890400814x.shtml
"
                        单间 | 聊城小区 向阳大卧室出租 500/月                    ",聊城小区,500,http://dy.58.com/hezu/29957011744958x.shtml
"
                        单间 | 西四路与潍坊路口向东二十米，西营村，平房，独立单间                    ",西四路与潍坊路口向东二十米，西营村，平房，独立单间,150,http://dy.58.com/hezu/29595495953996x.shtml
"
                        单间 | 东赵居民小区 3室2厅1卫 限女生                    ",东赵居民小区,500,http://dy.58.com/hezu/29763091243725x.shtml
"
                        整租 | 稠油厂生活区 2室1厅1卫                     ",稠油厂生活区,300,http://dy.58.com/zufang/29901624390200x.shtml
"
                        整租 | 广饶街道十九村整院出租 4室1厅1卫                     ",广饶街道十九村整院出租,500,http://dy.58.com/zufang/29924248521662x.shtml
"
                        单间 | 阳光丽景 主卧出租                    ", ,500,http://dy.58.com/hezu/29984222497977x.shtml
"
                        整租 | 东营悦来新城42号楼停车位 1室1厅1卫                     ",东营悦来新城42号楼停车位,300,http://dy.58.com/zufang/29981707485513x.shtml
"
                        单间 | 锦华七区 3室2厅2卫 男女不限                    ",锦华七区,400,http://dy.58.com/hezu/29438803389230x.shtml
"
                        单间 | 八分场胜利医院东门胜医东区 3室1厅1卫 男女不限                    ",八分场胜利医院东门胜医东区,350,http://dy.58.com/hezu/29985304206513x.shtml
"
                        单间 | 金隅花园 4室2厅1卫 限单身女士                    ",金隅花园,500,http://dy.58.com/hezu/29463262095311x.shtml
"
                        单间 | 石油大学十中附近文苑小区朝阳卧室出租                    ",石油大学十中附近文苑小区朝阳卧室出租,480,http://dy.58.com/hezu/29601380345006x.shtml
"
                        单间 | 东营区供销家属区 2室1厅 次卧 朝南 中等装修                    ",东营区供销家属区,500,http://dy.58.com/hezu/29383333587023x.shtml
"
                        单间 | 个人房低价租颐园小区三楼一间朝阳卧室水电气暖网全免                    ",个人房低价租颐园小区三楼一间朝阳卧室水电气暖网全免,500,http://dy.58.com/hezu/29978663042510x.shtml
"
                        单间 | 淄博路保险公司对面政通小区 2室1厅1卫 男女不限                    ",淄博路保险公司对面政通小区,300,http://dy.58.com/hezu/29980394462897x.shtml
"
                        单间 | 河明小区 2室1厅1卫 限女生                    ",河明小区,300,http://dy.58.com/hezu/26353560085819x.shtml
"
                        单间 | 东营区金隅花园 4室2厅 次卧 朝南 中等装修                    ",东营区金隅花园,500,http://dy.58.com/hezu/29981039412804x.shtml
"
                        整租 | 电厂阳城小区 1室1厅1卫                     ",电厂阳城小区,400,http://dy.58.com/zufang/29988881937971x.shtml
"
                        单间 | 鲁班公寓 4室2厅1卫 男女不限                    ", ,400,http://dy.58.com/hezu/29988474273614x.shtml
"
                        单间 | 科技一村 2室1厅1卫 限女生                    ",科技一村,360,http://dy.58.com/hezu/29972859452993x.shtml
"
                        整租 | 金水北区储藏室 3室1厅1卫                     ",金水北区储藏室,250,http://dy.58.com/zufang/29971733575478x.shtml
"
                        单间 | 东营区金鸿花园 3室2厅 次卧 朝南 中等装修                    ",东营区金鸿花园,500,http://dy.58.com/hezu/29978530258640x.shtml
"
                        单间 | 中央豪庭 3室2厅1卫 限女生                    ", ,500,http://dy.58.com/hezu/29903252504905x.shtml
"
                        单间 | 个人房低价租济南路颐园小区三楼一间朝阳卧室水电气暖网                    ",个人房低价租济南路颐园小区三楼一间朝阳卧室水电气暖网,500,http://dy.58.com/hezu/29989172600510x.shtml
"
                        整租 | 河龙小区50型5楼 2室1厅1卫                     ",河龙小区50型5楼,500,http://dy.58.com/zufang/29991810763976x.shtml
"
                        单间 | 华炜馨园 3室2厅1卫 限女生                    ", ,380,http://dy.58.com/hezu/29971646977990x.shtml
"
                        整租 | 河康小区50型4楼 2室1厅1卫                     ",河康小区50型4楼,450,http://dy.58.com/zufang/29991897978445x.shtml
"
                        整租 | 河欣小区新45型4楼 2室1厅1卫                     ",河欣小区新45型4楼,450,http://dy.58.com/zufang/30025644818498x.shtml
"
                        单间 | 石油大学附近，需要租房的电话联系                    ",石油大学附近，需要租房的电话联系,300,http://dy.58.com/hezu/29971063733702x.shtml
"
                        整租 | 胜利油田西一区 1室1厅1卫                     ",胜利油田西一区,260,http://dy.58.com/zufang/29805469281865x.shtml
"
                        单间 | 凤凰国际 3室1厅1卫 男女不限                    ", ,300,http://dy.58.com/hezu/29895227049664x.shtml
"
                        单间 | 翠湖小区 3室1厅1卫 限女生                    ",翠湖小区,400,http://dy.58.com/hezu/29977466614734x.shtml
"
                        单间 | 华炜馨园 3室2厅1卫 限女生                    ", ,350,http://dy.58.com/hezu/29971852931019x.shtml
"
                        单间 | 东营区格林锦城 3室1厅 主卧 朝北 精装修                    ",东营区格林锦城,500,http://dy.58.com/hezu/29971594612294x.shtml
"
                        整租 | 河康小区50型3楼 2室1厅1卫                     ",河康小区50型3楼,450,http://dy.58.com/zufang/29991838246347x.shtml
"
                        单间 | 西城宁河小区 2室1厅 男女不限                    ",西城宁河小区,450,http://dy.58.com/hezu/29977823029811x.shtml
"
                        整租 | 东营区-西城职工大学西水产公司1室1厅1卫300元                    ",东营区-西城职工大学西水产公司1室1厅1卫300元,300,http://dy.58.com/zufang/29971387098819x.shtml
"
                        整租 | 整院出租 有三相电                    ", ,1,http://dy.58.com/zufang/29978121346636x.shtml
"
                        整租 | 河康小区50型4楼 2室1厅1卫                     ",河康小区50型4楼,450,http://dy.58.com/zufang/30025612052787x.shtml
"
                        单间 | 盛世龙城 2室2厅1卫 男女不限                    ",盛世龙城,480,http://dy.58.com/hezu/29933833368753x.shtml
"
                        单间 | 限女生 ，出租淄博路胜安小区附近卧室一间                    ", ,500,http://dy.58.com/hezu/29978130541226x.shtml
"
                        单间 | 西一区 屋内有空调 3室1厅1卫 男女不限                    ",西一区,490,http://dy.58.com/hezu/29947171037625x.shtml
"
                        单间 | 个人房低价租颐园小区三楼一间朝阳卧室水电气暖网全免                    ",个人房低价租颐园小区三楼一间朝阳卧室水电气暖网全免,500,http://dy.58.com/hezu/30000368759744x.shtml
"
                        整租 | 物资局小区 3室2厅1卫                     ",物资局小区,450,http://dy.58.com/zufang/29971472262466x.shtml
"
                        单间 | 胜利花苑 新房卧室低价出租 男女不限                    ", ,450,http://dy.58.com/hezu/29977800664898x.shtml
"
                        单间 | 金瀚家园 3室2厅1卫 限女生                    ", ,400,http://dy.58.com/hezu/29935775576901x.shtml
